A,B,C
TECPR2,Spastic paraplegia 49, Autosomal recessive
KIAA0329,Spastic paraplegia 49, Autosomal recessive
SPG49,Spastic paraplegia 49, Autosomal recessive
AMN,Megaloblastic anemia-1, Autosomal recessive
MARK3,Visual impairment and progressive phthisis bulbi, Autosomal recessive
VIPB,Visual impairment and progressive phthisis bulbi, Autosomal recessive
APOPT1,Mitochondrial complex IV deficiency, Mitochondrial
APOP,Mitochondrial complex IV deficiency, Mitochondrial
TDRD9,Spermatogenic failure 30, Autosomal recessive
C14orf75,Spermatogenic failure 30, Autosomal recessive
HLS,Spermatogenic failure 30, Autosomal recessive
SPNE,Spermatogenic failure 30, Autosomal recessive
SPGF30,Spermatogenic failure 30, Autosomal recessive
ADSSL1,Myopathy, Autosomal recessive
MPD5,Myopathy, Autosomal recessive
ZBTB42,Lethal congenital contracture syndrome 6, Autosomal recessive
ZNF925,Lethal congenital contracture syndrome 6, Autosomal recessive
LCCS6,Lethal congenital contracture syndrome 6, Autosomal recessive
BRF1,Cerebellofaciodental syndrome, Autosomal recessive
TAF3C,Cerebellofaciodental syndrome, Autosomal recessive
GTF3B,Cerebellofaciodental syndrome, Autosomal recessive
TF3B90,Cerebellofaciodental syndrome, Autosomal recessive
CFDS,Cerebellofaciodental syndrome, Autosomal recessive
IGHM,Agammaglobulinemia 1, Autosomal recessive
MU,Agammaglobulinemia 1, Autosomal recessive
AGM1,Agammaglobulinemia 1, Autosomal recessive
LCS1,Cholestasis-lymphedema syndrome, Autosomal recessive
CHLS,Cholestasis-lymphedema syndrome, Autosomal recessive
RCHTS,Roifman-Chitayat syndrome, Autosomal recessive
OCA2,[Skin/hair/eye pigmentation 1, Autosomal recessive
OCA2,[Skin/hair/eye pigmentation 1, Autosomal recessive
OCA2,Albinism, Autosomal recessive
OCA2,Albinism, Autosomal recessive
P,[Skin/hair/eye pigmentation 1, Autosomal recessive
P,[Skin/hair/eye pigmentation 1, Autosomal recessive
P,Albinism, Autosomal recessive
P,Albinism, Autosomal recessive
PED,[Skin/hair/eye pigmentation 1, Autosomal recessive
PED,[Skin/hair/eye pigmentation 1, Autosomal recessive
PED,Albinism, Autosomal recessive
PED,Albinism, Autosomal recessive
D15S12,[Skin/hair/eye pigmentation 1, Autosomal recessive
D15S12,[Skin/hair/eye pigmentation 1, Autosomal recessive
D15S12,Albinism, Autosomal recessive
D15S12,Albinism, Autosomal recessive
BOCA,[Skin/hair/eye pigmentation 1, Autosomal recessive
BOCA,[Skin/hair/eye pigmentation 1, Autosomal recessive
BOCA,Albinism, Autosomal recessive
BOCA,Albinism, Autosomal recessive
EYCL3,[Skin/hair/eye pigmentation 1, Autosomal recessive
EYCL3,[Skin/hair/eye pigmentation 1, Autosomal recessive
EYCL3,Albinism, Autosomal recessive
EYCL3,Albinism, Autosomal recessive
HCL3,[Skin/hair/eye pigmentation 1, Autosomal recessive
HCL3,[Skin/hair/eye pigmentation 1, Autosomal recessive
HCL3,Albinism, Autosomal recessive
HCL3,Albinism, Autosomal recessive
SHEP1,[Skin/hair/eye pigmentation 1, Autosomal recessive
SHEP1,[Skin/hair/eye pigmentation 1, Autosomal recessive
SHEP1,Albinism, Autosomal recessive
SHEP1,Albinism, Autosomal recessive
SRTD1,Short-rib thoracic dysplasia 1 with or without polydactyly, Autosomal recessive
ATD1,Short-rib thoracic dysplasia 1 with or without polydactyly, Autosomal recessive
HERC2,[Skin/hair/eye pigmentation 1, Autosomal recessive
HERC2,Mental retardation, Autosomal recessive
HERC2,[Skin/hair/eye pigmentation 1, Autosomal recessive
SHEP1,[Skin/hair/eye pigmentation 1, Autosomal recessive
SHEP1,Mental retardation, Autosomal recessive
SHEP1,[Skin/hair/eye pigmentation 1, Autosomal recessive
MRT38,[Skin/hair/eye pigmentation 1, Autosomal recessive
MRT38,Mental retardation, Autosomal recessive
MRT38,[Skin/hair/eye pigmentation 1, Autosomal recessive
NSMCE3,Lung disease, Autosomal recessive
NDNL2,Lung disease, Autosomal recessive
MAGEG1,Lung disease, Autosomal recessive
LICS,Lung disease, Autosomal recessive
FAN1,Interstitial nephritis, Autosomal recessive
MTMR15,Interstitial nephritis, Autosomal recessive
KIAA1018,Interstitial nephritis, Autosomal recessive
KMIN,Interstitial nephritis, Autosomal recessive
EIG7,Epilepsy, Autosomal recessive
EIG7,Epilepsy, Autosomal recessive
EJM2,Epilepsy, Autosomal recessive
EJM2,Epilepsy, Autosomal recessive
SLC12A6,Agenesis of the corpus callosum with peripheral neuropathy, Autosomal recessive
KCC3A,Agenesis of the corpus callosum with peripheral neuropathy, Autosomal recessive
KCC3B,Agenesis of the corpus callosum with peripheral neuropathy, Autosomal recessive
KCC3,Agenesis of the corpus callosum with peripheral neuropathy, Autosomal recessive
ACCPN,Agenesis of the corpus callosum with peripheral neuropathy, Autosomal recessive
NOLA3,Dyskeratosis congenita, Autosomal recessive
NOP10,Dyskeratosis congenita, Autosomal recessive
DKCB1,Dyskeratosis congenita, Autosomal recessive
C15orf41,Dyserythropoietic anemia, Autosomal recessive
EIF2AK4,Pulmonary venoocclusive disease 2, Autosomal recessive
GCN2,Pulmonary venoocclusive disease 2, Autosomal recessive
KIAA1338,Pulmonary venoocclusive disease 2, Autosomal recessive
PVOD2,Pulmonary venoocclusive disease 2, Autosomal recessive
BUB1B,Mosaic variegated aneuploidy syndrome 1, Autosomal recessive
BUBR1,Mosaic variegated aneuploidy syndrome 1, Autosomal recessive
MVA1,Mosaic variegated aneuploidy syndrome 1, Autosomal recessive
IVD,Isovaleric acidemia, Autosomal recessive
CHST14,Ehlers-Danlos syndrome, Autosomal recessive
D4ST1,Ehlers-Danlos syndrome, Autosomal recessive
ATCS,Ehlers-Danlos syndrome, Autosomal recessive
EDSMC1,Ehlers-Danlos syndrome, Autosomal recessive
KNL1,Microcephaly 4, Autosomal recessive
CASC5,Microcephaly 4, Autosomal recessive
AF15Q14,Microcephaly 4, Autosomal recessive
KIAA1570,Microcephaly 4, Autosomal recessive
D40,Microcephaly 4, Autosomal recessive
MCPH4,Microcephaly 4, Autosomal recessive
CHP1,Spastic ataxia 9, Autosomal recessive
SPAX9,Spastic ataxia 9, Autosomal recessive
NDUFAF1,Mitochondrial complex I deficiency, Autosomal recessive
CIA30,Mitochondrial complex I deficiency, Autosomal recessive
CGI65,Mitochondrial complex I deficiency, Autosomal recessive
MC1DN11,Mitochondrial complex I deficiency, Autosomal recessive
MAPKBP1,Nephronophthisis 20, Autosomal recessive
JNKBP1,Nephronophthisis 20, Autosomal recessive
NPHP20,Nephronophthisis 20, Autosomal recessive
CAPN3,Muscular dystrophy, Autosomal recessive
CANP3,Muscular dystrophy, Autosomal recessive
LGMDR1,Muscular dystrophy, Autosomal recessive
LGMDD4,Muscular dystrophy, Autosomal recessive
CDAN1,Dyserythropoietic anemia, Autosomal recessive
CDA1,Dyserythropoietic anemia, Autosomal recessive
CDAN1A,Dyserythropoietic anemia, Autosomal recessive
UBR1,Johanson-Blizzard syndrome, Autosomal recessive
JBS,Johanson-Blizzard syndrome, Autosomal recessive
TGM5,Peeling skin syndrome 2, Autosomal recessive
TGX,Peeling skin syndrome 2, Autosomal recessive
PSS2,Peeling skin syndrome 2, Autosomal recessive
DEL15q15.3,Deafness and male infertility, Autosomal recessive
C15DELq15.3,Deafness and male infertility, Autosomal recessive
TUBGCP4,Microcephaly and chorioretinopathy, Autosomal recessive
GCP4,Microcephaly and chorioretinopathy, Autosomal recessive
MCCRP3,Microcephaly and chorioretinopathy, Autosomal recessive
STRC,Deafness, Autosomal recessive
DFNB16,Deafness, Autosomal recessive
SPG11,Charcot-Marie-Tooth disease, Autosomal recessive
SPG11,Spastic paraplegia 11, Autosomal recessive
SPG11,Amyotrophic lateral sclerosis 5, Autosomal recessive
KIAA1840,Charcot-Marie-Tooth disease, Autosomal recessive
KIAA1840,Spastic paraplegia 11, Autosomal recessive
KIAA1840,Amyotrophic lateral sclerosis 5, Autosomal recessive
FLJ21439,Charcot-Marie-Tooth disease, Autosomal recessive
FLJ21439,Spastic paraplegia 11, Autosomal recessive
FLJ21439,Amyotrophic lateral sclerosis 5, Autosomal recessive
ALS5,Charcot-Marie-Tooth disease, Autosomal recessive
ALS5,Spastic paraplegia 11, Autosomal recessive
ALS5,Amyotrophic lateral sclerosis 5, Autosomal recessive
CMT2X,Charcot-Marie-Tooth disease, Autosomal recessive
CMT2X,Spastic paraplegia 11, Autosomal recessive
CMT2X,Amyotrophic lateral sclerosis 5, Autosomal recessive
PATL2,Oocyte maturation defect 4, Autosomal recessive
PAT1A,Oocyte maturation defect 4, Autosomal recessive
OOMD4,Oocyte maturation defect 4, Autosomal recessive
B2M,Immunodeficiency 43, Autosomal recessive
IMD43,Immunodeficiency 43, Autosomal recessive
DUOX2,Thyroid dyshormonogenesis 6, Autosomal recessive
THOX2,Thyroid dyshormonogenesis 6, Autosomal recessive
TDH6,Thyroid dyshormonogenesis 6, Autosomal recessive
DUOXA2,Thyroid dyshormonogenesis 5, Autosomal recessive
TDH5,Thyroid dyshormonogenesis 5, Autosomal recessive
GATM,Cerebral creatine deficiency syndrome 3, Autosomal recessive
AGAT,Cerebral creatine deficiency syndrome 3, Autosomal recessive
CCDS3,Cerebral creatine deficiency syndrome 3, Autosomal recessive
BLOC1S6,Hermansky-pudlak syndrome 9, Autosomal recessive
BLOS6,Hermansky-pudlak syndrome 9, Autosomal recessive
PLDN,Hermansky-pudlak syndrome 9, Autosomal recessive
PA,Hermansky-pudlak syndrome 9, Autosomal recessive
HPS9,Hermansky-pudlak syndrome 9, Autosomal recessive
SLC24A5,[Skin/hair/eye pigmentation 4, Autosomal recessive
SLC24A5,Albinism, Autosomal recessive
NCKX5,[Skin/hair/eye pigmentation 4, Autosomal recessive
NCKX5,Albinism, Autosomal recessive
SHEP4,[Skin/hair/eye pigmentation 4, Autosomal recessive
SHEP4,Albinism, Autosomal recessive
OCA6,[Skin/hair/eye pigmentation 4, Autosomal recessive
OCA6,Albinism, Autosomal recessive
SLC12A1,Bartter syndrome, Autosomal recessive
NKCC2,Bartter syndrome, Autosomal recessive
CEP152,Microcephaly 9, Autosomal recessive
CEP152,Seckel syndrome 5, Autosomal recessive
KIAA0912,Microcephaly 9, Autosomal recessive
KIAA0912,Seckel syndrome 5, Autosomal recessive
MCPH9,Microcephaly 9, Autosomal recessive
MCPH9,Seckel syndrome 5, Autosomal recessive
SCKL5,Microcephaly 9, Autosomal recessive
SCKL5,Seckel syndrome 5, Autosomal recessive
AP4E1,Spastic paraplegia 51, Autosomal recessive
SPG51,Spastic paraplegia 51, Autosomal recessive
CPSQ4,Spastic paraplegia 51, Autosomal recessive
STUT1,Spastic paraplegia 51, Autosomal recessive
GLDN,Lethal congenital contracture syndrome 11, Autosomal recessive
CRGL2,Lethal congenital contracture syndrome 11, Autosomal recessive
LCCS11,Lethal congenital contracture syndrome 11, Autosomal recessive
DMXL2,Polyendocrine-polyneuropathy syndrome, Autosomal recessive
DMXL2,Epileptic encephalopathy, Autosomal recessive
RC3,Polyendocrine-polyneuropathy syndrome, Autosomal recessive
RC3,Epileptic encephalopathy, Autosomal recessive
KIAA0856,Polyendocrine-polyneuropathy syndrome, Autosomal recessive
KIAA0856,Epileptic encephalopathy, Autosomal recessive
PEPNS,Polyendocrine-polyneuropathy syndrome, Autosomal recessive
PEPNS,Epileptic encephalopathy, Autosomal recessive
DFNA71,Polyendocrine-polyneuropathy syndrome, Autosomal recessive
DFNA71,Epileptic encephalopathy, Autosomal recessive
EIEE81,Polyendocrine-polyneuropathy syndrome, Autosomal recessive
EIEE81,Epileptic encephalopathy, Autosomal recessive
GNB5,Intellectual developmental disorder with cardiac arrhythmia, Autosomal recessive
GNB5,Language delay and ADHD/cognitive impairment with or without cardiac arrhythmia, Autosomal recessive
GB5,Intellectual developmental disorder with cardiac arrhythmia, Autosomal recessive
GB5,Language delay and ADHD/cognitive impairment with or without cardiac arrhythmia, Autosomal recessive
IDDCA,Intellectual developmental disorder with cardiac arrhythmia, Autosomal recessive
IDDCA,Language delay and ADHD/cognitive impairment with or without cardiac arrhythmia, Autosomal recessive
LADCI,Intellectual developmental disorder with cardiac arrhythmia, Autosomal recessive
LADCI,Language delay and ADHD/cognitive impairment with or without cardiac arrhythmia, Autosomal recessive
MYO5A,Griscelli syndrome, Autosomal recessive
MYH12,Griscelli syndrome, Autosomal recessive
GS1,Griscelli syndrome, Autosomal recessive
WDR72,Amelogenesis imperfecta, Autosomal recessive
AI2A3,Amelogenesis imperfecta, Autosomal recessive
RAB27A,Griscelli syndrome, Autosomal recessive
RAM,Griscelli syndrome, Autosomal recessive
GS2,Griscelli syndrome, Autosomal recessive
PIGB,Epileptic encephalopathy, Autosomal recessive
EIEE80,Epileptic encephalopathy, Autosomal recessive
DNAAF4,Ciliary dyskinesia, Autosomal recessive
DYX1C1,Ciliary dyskinesia, Autosomal recessive
DYXC1,Ciliary dyskinesia, Autosomal recessive
DYX1,Ciliary dyskinesia, Autosomal recessive
CILD25,Ciliary dyskinesia, Autosomal recessive
LIPC,Hepatic lipase deficiency, Autosomal recessive
HL,Hepatic lipase deficiency, Autosomal recessive
LIPH,Hepatic lipase deficiency, Autosomal recessive
HDLCQ12,Hepatic lipase deficiency, Autosomal recessive
MYO1E,Glomerulosclerosis, Autosomal recessive
MYO1C,Glomerulosclerosis, Autosomal recessive
FSGS6,Glomerulosclerosis, Autosomal recessive
VPS13C,Parkinson disease 23, Autosomal recessive
KIAA1421,Parkinson disease 23, Autosomal recessive
PARK23,Parkinson disease 23, Autosomal recessive
CA12,Hyperchlorhidrosis, Autosomal recessive
HERC1,Macrocephaly, Autosomal recessive
MDFPMR,Macrocephaly, Autosomal recessive
PPIB,Osteogenesis imperfecta, Autosomal recessive
CYPB,Osteogenesis imperfecta, Autosomal recessive
OI9,Osteogenesis imperfecta, Autosomal recessive
TRIP4,Spinal muscular atrophy with congenital bone fractures 1, Autosomal recessive
TRIP4,Muscular dystrophy, Autosomal recessive
ASC1,Spinal muscular atrophy with congenital bone fractures 1, Autosomal recessive
ASC1,Muscular dystrophy, Autosomal recessive
SMABF1,Spinal muscular atrophy with congenital bone fractures 1, Autosomal recessive
SMABF1,Muscular dystrophy, Autosomal recessive
MDCDC,Spinal muscular atrophy with congenital bone fractures 1, Autosomal recessive
MDCDC,Muscular dystrophy, Autosomal recessive
ACP33,Mast syndrome, Autosomal recessive
MAST,Mast syndrome, Autosomal recessive
SPG21,Mast syndrome, Autosomal recessive
MTFMT,Combined oxidative phosphorylation deficiency 15, Autosomal recessive
MTFMT,Mitochondrial complex I deficiency, Autosomal recessive
COXPD15,Combined oxidative phosphorylation deficiency 15, Autosomal recessive
COXPD15,Mitochondrial complex I deficiency, Autosomal recessive
MC1DN27,Combined oxidative phosphorylation deficiency 15, Autosomal recessive
MC1DN27,Mitochondrial complex I deficiency, Autosomal recessive
SLC24A1,Night blindness, Autosomal recessive
NCKX1,Night blindness, Autosomal recessive
CSNB1D,Night blindness, Autosomal recessive
CLN6,Ceroid lipofuscinosis, Autosomal recessive
CLN6,Ceroid lipofuscinosis, Autosomal recessive
CLN4A,Ceroid lipofuscinosis, Autosomal recessive
CLN4A,Ceroid lipofuscinosis, Autosomal recessive
NR2E3,Enhanced S-cone syndrome, Autosomal recessive
NR2E3,Retinitis pigmentosa 37, Autosomal dominant
PNR,Enhanced S-cone syndrome, Autosomal recessive
PNR,Retinitis pigmentosa 37, Autosomal dominant
ESCS,Enhanced S-cone syndrome, Autosomal recessive
ESCS,Retinitis pigmentosa 37, Autosomal dominant
RP37,Enhanced S-cone syndrome, Autosomal recessive
RP37,Retinitis pigmentosa 37, Autosomal dominant
MYO9A,Myasthenic syndrome, Autosomal recessive
CMS24,Myasthenic syndrome, Autosomal recessive
HEXA,GM2-gangliosidosis, Autosomal recessive
HEXA,Tay-Sachs disease, Autosomal recessive
HEXA,[Hex A pseudodeficiency], Autosomal recessive
TSD,GM2-gangliosidosis, Autosomal recessive
TSD,Tay-Sachs disease, Autosomal recessive
TSD,[Hex A pseudodeficiency], Autosomal recessive
BBS4,Bardet-Biedl syndrome 4, Autosomal recessive
STRA6,Microphthalmia, Autosomal recessive
STRA6,Microphthalmia, Autosomal recessive
MCOPS9,Microphthalmia, Autosomal recessive
MCOPS9,Microphthalmia, Autosomal recessive
MCOPCB8,Microphthalmia, Autosomal recessive
MCOPCB8,Microphthalmia, Autosomal recessive
EDC3,Mental retardation, Autosomal recessive
YJDC,Mental retardation, Autosomal recessive
MRT50,Mental retardation, Autosomal recessive
MPI,Congenital disorder of glycosylation, Autosomal recessive
PMI1,Congenital disorder of glycosylation, Autosomal recessive
CDG1B,Congenital disorder of glycosylation, Autosomal recessive
ETFA,Glutaric acidemia IIA, Autosomal recessive
GA2,Glutaric acidemia IIA, Autosomal recessive
MADD,Glutaric acidemia IIA, Autosomal recessive
SCAPER,Intellectual developmental disorder and retinitis pigmentosa, Autosomal recessive
KIAA1454,Intellectual developmental disorder and retinitis pigmentosa, Autosomal recessive
IDDRP,Intellectual developmental disorder and retinitis pigmentosa, Autosomal recessive
LINGO1,Mental retardation, Autosomal recessive
LRRN6A,Mental retardation, Autosomal recessive
LERN1,Mental retardation, Autosomal recessive
MRT64,Mental retardation, Autosomal recessive
CIB2,Deafness, Autosomal recessive
CIB2,Usher syndrome, Autosomal recessive
KIP2,Deafness, Autosomal recessive
KIP2,Usher syndrome, Autosomal recessive
IREB2,Neurodegeneration, Autosomal recessive
NDCAMA,Neurodegeneration, Autosomal recessive
MTHFS,Neurodevelopmental disorder with microcephaly, Autosomal recessive
NEDMEHM,Neurodevelopmental disorder with microcephaly, Autosomal recessive
FAH,Tyrosinemia, Autosomal recessive
ARNT2,Webb-Dattani syndrome, Autosomal recessive
WEDAS,Webb-Dattani syndrome, Autosomal recessive
MESD,Osteogenesis imperfecta, Autosomal recessive
MESDC2,Osteogenesis imperfecta, Autosomal recessive
BOCA,Osteogenesis imperfecta, Autosomal recessive
KIAA0081,Osteogenesis imperfecta, Autosomal recessive
OI20,Osteogenesis imperfecta, Autosomal recessive
